Fecha Bajada,ID,Consulta1[CUIT],Consulta1[NombreDist],Consulta1[Fechacreacion],Consulta1[TipoCuenta],Consulta1[Direccion],Consulta1[Ciudad],Consulta1[Provincia_txt],Consulta1[CP],Consulta1[SalesDistrict],Consulta1[SalesDistrict_txt],Consulta1[SalesOffice],Consulta1[SalesOffice_txt],Consulta1[SalesGroup],Consulta1[SalesGroup_txt],Consulta1[CustomerGroup],Consulta1[CustomerGroup_txt],exists_in_tms
2026-03-02,3797214,30653461433,INTEGRAL AGROPECUARIA SRL,2022-02-17T00:00:00,ShipTo,CIRCUNVALACION NORTE Y LA RIOJA,PUEBLO ITALIANO,Cordoba,2651,E00037,I - S - CORDOBA ESTE,E166,S-CORDOBA ESTE 5-I,EMF,0417 Integral Agrope,E2,Centro de Soluciones,True
2026-03-02,3820756,30653461433,INTEGRAL AGROPECUARIA SRL,2023-06-02T00:00:00,ShipTo,RUTA PROV NÂº 4 KM 224,MELO,Cordoba,6123,E00037,I - S - CORDOBA ESTE,E166,S-CORDOBA ESTE 5-I,EKC,0362 Integral Agrope,E2,Centro de Soluciones,True
2026-03-02,1802566,30525288826,LA ALIANZA COOP. AGRIC. GANAD. LTDA,2004-12-17T00:00:00,SoldTo,BERNARDO DE YRIGOYEN 229,PIGUE,Buenos Aires,8170,E00026,C - S - OESTE,E119,S - OESTE 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,1802988,30555495494,LA BRAGADENSE SA,2004-12-17T00:00:00,SoldTo,SARMIENTO Y ENTRE RIOS 0,BRAGADO,Buenos Aires,6640,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3262057,30555495494,LA BRAGADENSE SA,2011-01-26T00:00:00,ShipTo,RUTA 46 KM 8,25 DE MAYO,Buenos Aires,6660,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3262058,30555495494,LA BRAGADENSE SA,2011-01-26T00:00:00,ShipTo,RUTA PROV 65 Y ACC AERODROMO GRAL V,LOS TOLDOS,Buenos Aires,6015,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3262059,30555495494,LA BRAGADENSE SA,2011-01-26T00:00:00,ShipTo,RUTA 205 KM 187,SALADILLO,Buenos Aires,7260,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3348424,30555495494,LA BRAGADENSE SA,2012-04-20T00:00:00,ShipTo,"RUTA 5 KM 262,5",9 DE JULIO,Buenos Aires,6500,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3776975,30555495494,LA BRAGADENSE SA,2020-12-09T00:00:00,ShipTo,RUTA 5 KM 161,CHIVILCOY,Buenos Aires,6620,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3450719,30713702206,LA CALANDRIA S . R . L .,2013-11-06T00:00:00,SoldTo,LOS CONDORES 3160,CORRIENTES,Corrientes,3400,E00042,Gerencia F&V,E195,NEA/ESTE F&V,E40,0040 Central Maipu,AA,Selecta Fresh,True
2026-03-02,3909409,30713702206,LA CALANDRIA S . R . L .,2024-09-06T00:00:00,ShipTo,Ruta provincial 27 km 106,SANTA LUCIA,Corrientes,3445,E00042,Gerencia F&V,E195,NEA/ESTE F&V,E40,0040 Central Maipu,AA,Selecta Fresh,True
2026-03-02,3784180,30713702206,LA CALANDRIA S.R.L.,2021-05-07T00:00:00,ShipTo,RUTA NACIONAL 12 KM. 1478,GARUHAPE,Misiones,3334,E00042,Gerencia F&V,E195,NEA/ESTE F&V,E40,0040 Central Maipu,AA,Selecta Fresh,True
2026-03-02,1809681,33674838609,LA CLEMENTINA SA,2004-12-17T00:00:00,SoldTo,AV FALUCHO 976,SAN JORGE,Santa Fe,2451,E00033,I - N - NUCLEO,E147,N - NUCLEO 6 - I,E15,0794 LA CLEMENTINA S,E2,Centro de Soluciones,True
2026-03-02,3555188,33674838609,LA CLEMENTINA SA,2015-08-28T00:00:00,SoldTo,AVDA FALUCHO 976,SAN JORGE,Santa Fe,2452,E00033,I - N - NUCLEO,E147,N - NUCLEO 6 - I,E85,0874 LA CLEMENTINA,E2,Centro de Soluciones,True
2026-03-02,3577804,33674838609,LA CLEMENTINA SA,2016-02-19T00:00:00,ShipTo,"CAMINO DE CARGA SN KM 1,500",SAN JORGE,Santa Fe,2452,E00033,I - N - NUCLEO,E147,N - NUCLEO 6 - I,E85,0874 LA CLEMENTINA,E2,Centro de Soluciones,True
2026-03-02,3600340,33674838609,LA CLEMENTINA SA,2016-07-14T00:00:00,ShipTo,AV. CIRCUNVALACION  S/N.,SATURNINO MARIA LASPIUR,Cordoba,5943,E00033,I - N - NUCLEO,E147,N - NUCLEO 6 - I,E85,0874 LA CLEMENTINA,E2,Centro de Soluciones,True
2026-03-02,3534227,30714691437,LA NUEVA AGROPULSO SRL,2015-05-04T00:00:00,SoldTo,RUTA NACIONAL 33 KM 384.7,AMERICA,Buenos Aires,6237,E00036,I - S - OESTE,E158,S - OESTE 2 - I,WAE,0926 LA NUEVA AGROPU,E2,Centro de Soluciones,True
2026-03-02,3261762,30616196568,LA RURAL S.R.L.,2011-01-26T00:00:00,SoldTo,AV. SOBERANIA 0,STROBEL,Entre Rios,3101,E00022,C - N - ESTE,E099,N - ESTE 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3773662,30616196568,LA RURAL S.R.L.,2020-09-24T00:00:00,ShipTo,RUTA NACIONAL 13 KM 103,MARIA JUANA,Santa Fe,2445,E00022,C - N - ESTE,E099,N - ESTE 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,1809783,30707153160,LANGELLOTTI SRL,2004-12-17T00:00:00,SoldTo,25 DE MAYO 1550,VILLA ANGELA,Chaco,3540,E00029,I - N - NEA,E131,N - NEA 2 - I,EMS,0430 Langellotti SRL,E2,Centro de Soluciones,True
2026-03-02,1809784,30707153160,LANGELLOTTI SRL,2004-12-17T00:00:00,SoldTo,RUTA N 16 KM 260,PAMPA DEL INFIERNO,Chaco,3708,E00029,I - N - NEA,E131,N - NEA 2 - I,EQY,0541 Langellotti SRL,E2,Centro de Soluciones,True
2026-03-02,3805617,30715118358,LAS MARTINAS SRL,2022-08-26T00:00:00,SoldTo,RUTA 8 KM 499,LA CARLOTA,Cordoba,2670,E00038,I - S - RIO IV & SAN,E169,S-RIO IV&S.LUIS 3-I,EAR,PAREJO HNOS DEPOSITO,E2,Centro de Soluciones,True
2026-03-02,3819108,30717989887,LOMAS PAMPEANAS S.A.S.,2023-04-17T00:00:00,SoldTo,GENERAL BERNARDO O HIGGINS 3910,CIUDAD DE CORDOBA SUR,Cordoba,5000,E00027,C - S - CORDOBA ESTE,E123,S-CORDOBA ESTE 2-C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3819764,30717989887,LOMAS PAMPEANAS S.A.S.,2023-05-05T00:00:00,ShipTo,RUTA PROVINCIAL 6 KM 259,CRUZ ALTA,Cordoba,2153,E00027,C - S - CORDOBA ESTE,E123,S-CORDOBA ESTE 2-C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3922268,30717989887,LOMAS PAMPEANAS S.A.S.,2025-07-28T00:00:00,ShipTo,CALLE N 10 1251,MARCOS JUAREZ,Cordoba,2580,E00027,C - S - CORDOBA ESTE,E123,S-CORDOBA ESTE 2-C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3261115,30708630442,LORENZON Y VALENTINUZ SRL,2011-01-26T00:00:00,SoldTo,ALMAFUERTE 4092,PARANA,Entre Rios,3100,E00022,C - N - ESTE,E099,N - ESTE 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3498314,30708630442,LORENZON Y VALENTINUZ SRL,2014-08-11T00:00:00,ShipTo,"RUTA NAC 131 KM 36,5",CRESPO,Entre Rios,3116,E00022,C - N - ESTE,E099,N - ESTE 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3603303,30715206192,LOS TEROS DE VEDIA SA,2016-08-02T00:00:00,SoldTo,COMANDANTE ESCRIBANO 356,VEDIA,Buenos Aires,6030,E00023,C - N - NUCLEO,E105,N - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3605864,30715206192,LOS TEROS DE VEDIA SA,2016-08-17T00:00:00,ShipTo,PARQUE INDUSTRIAL DE VEDIA,VEDIA,Buenos Aires,6030,E00023,C - N - NUCLEO,E105,N - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3800754,30715206192,LOS TEROS DE VEDIA SA,2022-04-26T00:00:00,ShipTo,RUTA 7 KM 313 - CORRALOMFAM,VEDIA,Buenos Aires,6030,E00023,C - N - NUCLEO,E105,N - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3819599,30717990559,LUGA AGRONEGOCIOS S.R.L.,2023-04-27T00:00:00,SoldTo,JOSE HERNANDEZ 575,CORRAL DE BUSTOS,Cordoba,2645,E00027,C - S - CORDOBA ESTE,E123,S-CORDOBA ESTE 2-C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3819767,30717990559,LUGA AGRONEGOCIOS S.R.L.,2023-05-02T00:00:00,ShipTo,RUTA PROVINCIAL 11 KM 264,CORRAL DE BUSTOS,Cordoba,2645,E00027,C - S - CORDOBA ESTE,E123,S-CORDOBA ESTE 2-C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3921884,30717990559,LUGA AGRONEGOCIOS S.R.L.,2025-07-15T00:00:00,ShipTo,Ruta Provi N11 Acceso Oeste Km 60,CORRAL DE BUSTOS IFFLINGER,Cordoba,2645,E00027,C - S - CORDOBA ESTE,E123,S-CORDOBA ESTE 2-C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,1807150,30695822991,LUJAN AGRICOLA SRL,2004-12-17T00:00:00,SoldTo,ANGEL MOSCONI 627,LUJAN DE CUYO,Mendoza,5507,E00042,Gerencia F&V,E193,CUYO F&V,E40,0040 Central Maipu,AA,Selecta Fresh,True
2026-03-02,3821037,30695822991,LUJAN AGRICOLA SRL,2023-06-06T00:00:00,ShipTo,"LATERAL ESTE ACCESO SUR KM 16,5",LUJAN DE CUYO,Mendoza,5507,E00042,Gerencia F&V,E193,CUYO F&V,E40,0040 Central Maipu,AA,Selecta Fresh,True
2026-03-02,1808649,20166181020,MACAGNO HUGO ALBERTO,2004-12-17T00:00:00,SoldTo,R. ZAMARBIDE 1175,EDUARDO CASTEX,La Pampa,6380,E00026,C - S - OESTE,E119,S - OESTE 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3909554,20166181020,MACAGNO HUGO ALBERTO,2024-09-11T00:00:00,ShipTo,RUTA 35 - Km 406,EDUARDO CASTEX,La Pampa,6380,E00026,C - S - OESTE,E119,S - OESTE 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,1813559,20208497651,MAGO GUSTAVO ENRIQUE,2004-12-17T00:00:00,SoldTo,RN 158 KM 101 PARQUE INDUSTRIA,POZO DEL MOLLE,Cordoba,5913,E00027,C - S - CORDOBA ESTE,E123,S-CORDOBA ESTE 2-C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3588234,20208497651,MAGO GUSTAVO ENRIQUE,2016-05-02T00:00:00,ShipTo,ZONA RURAL SN,POZO DEL MOLLE,Cordoba,5913,E00027,C - S - CORDOBA ESTE,E123,S-CORDOBA ESTE 2-C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3792708,30717345769,MAINET S. R. L,2021-11-23T00:00:00,SoldTo,"RUTA 90 KM 44,3 0",SANTA TERESA,Santa Fe,2111,E00033,I - N - NUCLEO,E142,N - NUCLEO 1 - I,EDD,0181-Mainet S.R.L,E2,Centro de Soluciones,True
2026-03-02,3778494,30716843374,MAS AGRO CENTRO S.A.S.,2021-01-14T00:00:00,SoldTo,RUTA 9 KM 757 - BARRIO : S/D,SINSACATE,Cordoba,5221,E00021,C - N - CENTRO,E097,N - CENTRO 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3780377,30716843374,MAS AGRO CENTRO S.A.S.,2021-02-23T00:00:00,ShipTo,RUTA NAC N 9 KM 748,COLONIA CAROYA,Cordoba,5223,E00021,C - N - CENTRO,E097,N - CENTRO 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3780422,30716843374,MAS AGRO CENTRO S.A.S.,2021-02-24T00:00:00,ShipTo,RUTA PROV N 17 KM 150,LA PUERTA,Cordoba,5137,E00021,C - N - CENTRO,E097,N - CENTRO 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3786455,30716843374,MAS AGRO CENTRO S.A.S.,2021-06-30T00:00:00,ShipTo,RUTA 9 KM 757,SINSACATE,Cordoba,5221,E00021,C - N - CENTRO,E097,N - CENTRO 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3786456,30716843374,MAS AGRO CENTRO S.A.S.,2021-06-30T00:00:00,ShipTo,RUTA 17 KM 150,LA PUERTA,Cordoba,5137,E00021,C - N - CENTRO,E097,N - CENTRO 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3818489,30716843374,MAS AGRO CENTRO S.A.S.,2023-03-31T00:00:00,ShipTo,"RUTA 34 KM 260,5",SUNCHALES,Santa Fe,2322,E00021,C - N - CENTRO,E097,N - CENTRO 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,1806637,30678678372,MIRU AGROPECUARIA SRL,2004-12-17T00:00:00,SoldTo,RUTA NAC 9 KM 756,SINSACATE,Cordoba,5221,E00031,I - N - CENTRO,E137,N - CENTRO 2 - I,E43,0043 Miru Agropecur,E2,Centro de Soluciones,True
2026-03-02,1808694,20176385066,MONTEVERDE GUILLERMO EDUARDO,2004-12-17T00:00:00,SoldTo,ESTANISLAO ZEBALLOS 1010,RIO TERCERO,Cordoba,5850,E00021,C - N - CENTRO,E097,N - CENTRO 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3578395,20176385066,MONTEVERDE GUILLERMO EDUARDO,2016-02-24T00:00:00,ShipTo,RUTA BANDA SUR CAMINO A LOS 3 POZOS,RIO TERCERO,Cordoba,5850,E00021,C - N - CENTRO,E097,N - CENTRO 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3272746,30711406669,MURATURE ONCATIVO SA,2011-05-04T00:00:00,SoldTo,LAS HERAS 173,ONCATIVO,Cordoba,5986,E00021,C - N - CENTRO,E097,N - CENTRO 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3540097,30711406669,MURATURE ONCATIVO SA,2015-06-09T00:00:00,ShipTo,PARQUE AGROSANITARIO PARCELA 28,OLIVA,Cordoba,5980,E00021,C - N - CENTRO,E097,N - CENTRO 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3696973,30711406669,MURATURE ONCATIVO SA,2018-09-12T00:00:00,ShipTo,RUTA NAC NÂº 9 KM 635,ONCATIVO,Cordoba,5986,E00021,C - N - CENTRO,E097,N - CENTRO 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,1876491,30709290688,NICOLA AGRO S.A.,2007-05-11T00:00:00,SoldTo,AVDA SAN MARTIN ESQ. SAN JUAN 0,MATTALDI,Cordoba,6271,E00027,C - S - CORDOBA ESTE,E123,S-CORDOBA ESTE 2-C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3262203,30709290688,NICOLA AGRO S.A.,2011-01-26T00:00:00,ShipTo,TUCUMAN 353,MATTALDI,Cordoba,6271,E00027,C - S - CORDOBA ESTE,E123,S-CORDOBA ESTE 2-C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3782324,30717084566,NUC S.A.S,2021-03-25T00:00:00,SoldTo,RUTA NACIONAL N 9 KM 765.5 0,C,Cordoba,5221,E00021,C - N - CENTRO,E097,N - CENTRO 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3783902,30717084566,NUC S.A.S,2021-04-27T00:00:00,ShipTo,"RUTA NAC NR 9 KM 765,5",SINSACATE,Cordoba,5221,E00021,C - N - CENTRO,E097,N - CENTRO 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3785212,30717084566,NUC S.A.S,2021-05-26T00:00:00,ShipTo,"RUTA NACIONAL NRO 16 KM 606,5",JOAQUIN V GONZALEZ,Salta,4448,E00021,C - N - CENTRO,E097,N - CENTRO 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3818490,30717084566,NUC S.A.S,2023-03-31T00:00:00,ShipTo,AV CIRCUNVALACION SUR S/N ENTRE CAN,CORDOBA,Cordoba,5000,E00021,C - N - CENTRO,E097,N - CENTRO 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,1829151,30709440310,NUEVA HUELLA SRL,2006-01-23T00:00:00,SoldTo,"RUTA 226 KM 65,5 0",BALCARCE,Buenos Aires,7620,E00034,I - S - SUR,E148,S - SUR 1 - I,EWA,0673 Nueva Huella,E2,Centro de Soluciones,True
2026-03-02,1853101,30708287268,NUEVA SEMILLA CHACABUCO SA,2006-04-25T00:00:00,SoldTo,ACCESO ELGUEA ROMAN 1030,CHACABUCO,Buenos Aires,6740,E00035,I - S - NUCLEO,E156,S - NUCLEO 5 - I,E05,0777 NUEVA SEMILLA C,E2,Centro de Soluciones,True
2026-03-02,1827195,30709092835,NUTRIENTES S.A.,2005-09-22T00:00:00,SoldTo,AV UNAC Y M ZALAZAR 0,POCITO ABERASTAIN,San Juan,5427,E00042,Gerencia F&V,E193,CUYO F&V,E40,0040 Central Maipu,AA,Selecta Fresh,True
2026-03-02,3576547,30714928836,PABLO GAJATE SA,2016-02-11T00:00:00,SoldTo,HIPOLITO IRIGOYEN 1011,CHACABUCO,Buenos Aires,6740,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3722468,30714928836,PABLO GAJATE SA,2019-05-17T00:00:00,ShipTo,RUTA PROVINCIAL 41 KM 257,SAN ANDRES DE GILES,Buenos Aires,6720,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3673295,30715818872,PAMPAS AGROIMPUTS SA,2018-03-07T00:00:00,SoldTo,PANIZZA DE GOMEZ 82,JUNIN,Buenos Aires,6000,E00025,C - S - NUCLEO,E115,S - NUCLEO 3 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,1813960,30708309768,PASAGRO SRL,2004-12-17T00:00:00,SoldTo,CORDOBA 72,PASCANAS,Cordoba,2679,E00037,I - S - CORDOBA ESTE,E165,S-CORDOBA ESTE 4-I,ESS,0586 Pasagro SRL,E2,Centro de Soluciones,True
2026-03-02,3910996,30708309768,PASAGRO SRL,2024-11-15T00:00:00,ShipTo,INTENDENTE ENRIQUE GONZALEZ ALBAR,PASCANAS,Cordoba,2679,E00037,I - S - CORDOBA ESTE,E165,S-CORDOBA ESTE 4-I,ESS,0586 Pasagro SRL,E2,Centro de Soluciones,True
2026-03-02,1853102,30709201219,PELAYO AGRONOMIA SA,2006-04-25T00:00:00,SoldTo,AV. DE CIRCUNVALACION JUAN LA GIOIO,GENERAL PICO,La Pampa,6360,E00026,C - S - OESTE,E119,S - OESTE 2 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,1805431,30645361853,PODLESCH SOCIEDAD ANONIMA,2004-12-17T00:00:00,SoldTo,25 DE MAYO 142,VILLA REGINA,Rio Negro,8336,E00042,Gerencia F&V,E192,VALLE F&V,E40,0040 Central Maipu,AA,Selecta Fresh,True
2026-03-02,3721696,30714393835,POSTA CALDENIA SH,2019-05-09T00:00:00,SoldTo,RIO COLORADO 190,VILLALONGA,Buenos Aires,8512,E00024,C - S - SUR,E110,S - SUR 3 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3740265,30714393835,POSTA CALDENIA SH,2019-10-30T00:00:00,ShipTo,DON BOSCO 2705,BAHIA BLANCA,Buenos Aires,8000,E00024,C - S - SUR,E110,S - SUR 3 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,1803161,30567251590,PUCARA SA,2004-12-17T00:00:00,SoldTo,SAN MARTIN 703,CORONEL PRINGLES,Buenos Aires,7530,E00024,C - S - SUR,E110,S - SUR 3 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3674387,30567251590,PUCARA SA,2018-03-19T00:00:00,ShipTo,BLVD URUGUAY ENTRE 42 Y 43,CORONEL PRINGLES,Buenos Aires,7530,E00024,C - S - SUR,E110,S - SUR 3 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3786997,30567251590,PUCARA SA,2021-07-07T00:00:00,ShipTo,"ACCESO RAUL ALFOSIN, 200 MTS ANTES",GOBERNADOR MANSILLA,Entre Rios,2845,E00024,C - S - SUR,E110,S - SUR 3 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,1809756,30707003053,R Y K SRL,2004-12-17T00:00:00,SoldTo,RUTA 89 KM 381,QUIMILI,Santiago del Estero,3740,E00029,I - N - NEA,E132,N - NEA 3 - I,ESD,0571 R Y K SRL,E2,Centro de Soluciones,True
2026-03-02,3927566,30707003053,R Y K SRL - DEPOSITO EXIMIA,2026-02-12T00:00:00,ShipTo,RUTA 89 KM 381,QUIMILI,Santiago del Estero,3740,E00029,I - N - NEA,E132,N - NEA 3 - I,ESD,0571 R Y K SRL,E2,Centro de Soluciones,True
2026-03-02,3261048,20179085330,RACCHI PEDRO,2011-01-26T00:00:00,SoldTo,GENERAL PAZ 10,30 DE AGOSTO,Buenos Aires,6405,E00026,C - S - OESTE,E119,S - OESTE 2 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3822987,20179085330,RACCHI PEDRO,2023-08-09T00:00:00,ShipTo,AVENIDA SARMIENTO 100,SALAZAR,Buenos Aires,6471,E00026,C - S - OESTE,E119,S - OESTE 2 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3906647,20179085330,RACCHI PEDRO,2024-05-28T00:00:00,ShipTo,PARQUE INDUSTRIAL LOTE 5,QUEMU QUEMU,La Pampa,6333,E00026,C - S - OESTE,E119,S - OESTE 2 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3652255,30715188615,RAYSER AGRO S.R.L.,2017-08-28T00:00:00,SoldTo,AV.CIRCUNVALACION KM 1294,SAN MIGUEL DE TUCUMAN,Tucuman,4000,E00020,C - N - NOA,E089,N - NOA 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3765954,30715188615,RAYSER AGRO S.R.L.,2020-06-17T00:00:00,ShipTo,RUTA PROV 50 Y RUTA NACI 34,PICHANAL,Salta,4534,E00020,C - N - NOA,E089,N - NOA 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3807882,30715188615,RAYSER AGRO S.R.L.,2022-10-24T00:00:00,ShipTo,RUTA 4 Y 176,NUEVA ESPERANZA,Santiago del Estero,4197,E00020,C - N - NOA,E089,N - NOA 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3910802,30715188615,RAYSER AGRO S.R.L.,2024-11-07T00:00:00,ShipTo,RUTA NACIONAL 16 KM 603,JOAQUIN V GONZALEZ,Salta,4400,E00020,C - N - NOA,E089,N - NOA 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,1801673,27118436879,RECARI MARIA FRANCISCA,2004-12-17T00:00:00,SoldTo,SARMIENTO 80,ADOLFO GONZALES CHAVES,Buenos Aires,7513,E00034,I - S - SUR,E151,S - SUR 4 - I,ECR,0169 Recari Maria,E2,Centro de Soluciones,True
2026-03-02,3570424,20296566196,REICHART JUAN GERMAN,2015-12-21T00:00:00,SoldTo,MONTEVIDEO 2359,BOULOGNE,Buenos Aires,1609,E00025,C - S - NUCLEO,E116,S - NUCLEO 4 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3600555,20296566196,REICHART JUAN GERMAN,2016-07-14T00:00:00,ShipTo,PANAMERICANA RAMAL PILAR KM 55.5,PILAR,Buenos Aires,1629,E00025,C - S - NUCLEO,E116,S - NUCLEO 4 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3600556,20296566196,REICHART JUAN GERMAN,2016-07-14T00:00:00,ShipTo,AVDA LIBERTAD 2000 (GALPON KOCH),URDINARRAIN,Entre Rios,2826,E00025,C - S - NUCLEO,E116,S - NUCLEO 4 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3767307,20296566196,REICHART JUAN GERMAN,2020-06-26T00:00:00,ShipTo,LOS TILOS 404,IRIARTE,Buenos Aires,6042,E00025,C - S - NUCLEO,E116,S - NUCLEO 4 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3770783,20296566196,REICHART JUAN GERMAN,2020-07-27T00:00:00,ShipTo,AV PARAGUAY 2767,SALTA,Salta,2767,E00025,C - S - NUCLEO,E116,S - NUCLEO 4 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3776284,20296566196,REICHART JUAN GERMAN,2020-11-27T00:00:00,ShipTo,RUTA 7 KM 620,VICUNA MACKENNA,Cordoba,6140,E00025,C - S - NUCLEO,E116,S - NUCLEO 4 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3779582,20296566196,REICHART JUAN GERMAN,2021-02-09T00:00:00,ShipTo,COLECTORA ESTE RAMAL ESCOBAR,ESCOBAR,Buenos Aires,1625,E00025,C - S - NUCLEO,E116,S - NUCLEO 4 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3908218,20296566196,REICHART JUAN GERMAN,2024-07-22T00:00:00,ShipTo,"RUTA 8 KM 84,5",EXALTACION DE LA CRUZ,Buenos Aires,2812,E00025,C - S - NUCLEO,E116,S - NUCLEO 4 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3926036,20296566196,REICHART JUAN GERMAN,2025-12-18T00:00:00,ShipTo,"RUTA 32 (KM 2,8) Y CONTINUACION",PERGAMINO,Buenos Aires,2700,E00025,C - S - NUCLEO,E116,S - NUCLEO 4 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3059898,30709659207,RHALTON SA,2009-03-06T00:00:00,SoldTo,"RUTA 8 KM 112,500",SAN ANTONIO DE ARECO,Buenos Aires,2760,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
