Fecha Bajada,ID,Consulta1[CUIT],Consulta1[NombreDist],Consulta1[Fechacreacion],Consulta1[TipoCuenta],Consulta1[Direccion],Consulta1[Ciudad],Consulta1[Provincia_txt],Consulta1[CP],Consulta1[SalesDistrict],Consulta1[SalesDistrict_txt],Consulta1[SalesOffice],Consulta1[SalesOffice_txt],Consulta1[SalesGroup],Consulta1[SalesGroup_txt],Consulta1[CustomerGroup],Consulta1[CustomerGroup_txt],exists_in_tms
2026-03-02,3810604,30709659207,RHALTON SA,2023-01-04T00:00:00,ShipTo,VUELTA DE OBLIGADO 1680,VENADO TUERTO,Santa Fe,2600,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3907875,30709659207,RHALTON SA,2024-07-11T00:00:00,ShipTo,RUTA 31 A 1000 MTS DE RUTA 41,SAN ANTONIO DE ARECO,Buenos Aires,2760,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,1810512,30557902682,RIBOLDI S A,2004-12-17T00:00:00,SoldTo,RUTA NACIONAL 11 KM. 573,SAN JUSTO,Santa Fe,3040,E00022,C - N - ESTE,E102,N - ESTE 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3820813,30557902682,RIBOLDI S A,2023-06-02T00:00:00,ShipTo,RUTA 11 KM 563,SAN JUSTO,Santa Fe,3040,E00022,C - N - ESTE,E102,N - ESTE 5 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,1804172,30616130923,ROBERTO CONTE GRAND MABEL BARCELO N,2004-12-17T00:00:00,SoldTo,JUJUY SUR 113,SAN JUAN,San Juan,5400,E00042,Gerencia F&V,E193,CUYO F&V,E40,0040 Central Maipu,AA,Selecta Fresh,True
2026-03-02,3261504,30710266375,ROCA AGRO SRL,2011-01-26T00:00:00,SoldTo,PUEYRREDON 563,SALTA,Salta,4400,E00020,C - N - NOA,E089,N - NOA 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3262228,30710266375,ROCA AGRO SRL,2011-01-26T00:00:00,ShipTo,AUTOPISTA ACC A SALTA RTA 9 KM 1591,SALTA,Salta,4400,E00020,C - N - NOA,E089,N - NOA 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3646639,30710266375,ROCA AGRO SRL,2017-07-25T00:00:00,ShipTo,RUTA NAC 86 KM 8 - FINCA ALIKA,TARTAGAL,Salta,4560,E00020,C - N - NOA,E089,N - NOA 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3774566,30710266375,ROCA AGRO SRL,2020-10-16T00:00:00,ShipTo,RUTA PROV 5 KM 105 FINCA COLORADOS,RIO DEL VALLE,Salta,4449,E00020,C - N - NOA,E089,N - NOA 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3804758,30710266375,ROCA AGRO SRL,2022-08-02T00:00:00,ShipTo,CAMINO VECINAL A CORRALITO KM 17,GENERAL BALLIVIAN,Salta,4552,E00020,C - N - NOA,E089,N - NOA 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3567407,30709993239,ROUSPIL SA,2016-01-20T00:00:00,SoldTo,CASILLA DE CORREO 10 - ENTRE LAS CA,GENERAL VILLEGAS,Buenos Aires,6230,E00026,C - S - OESTE,E119,S - OESTE 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3603407,30709993239,ROUSPIL SA,2016-08-01T00:00:00,ShipTo,ACC MALVINAS ARGENTINA 1941,GENERAL VILLEGAS,Buenos Aires,6230,E00026,C - S - OESTE,E119,S - OESTE 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3909873,30709993239,ROUSPIL SA,2024-09-23T00:00:00,ShipTo,RUTA 33 Km 439,GENERAL VILLEGAS,Buenos Aires,6230,E00026,C - S - OESTE,E119,S - OESTE 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,1803172,30567668661,RURAL CERES SA,2004-12-17T00:00:00,SoldTo,COLECTORA JUAN C PUGLIESE 00750,TANDIL,Buenos Aires,7000,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3580830,30567668661,RURAL CERES SA,2016-03-16T00:00:00,ShipTo,AV SAN MARTIN 74,ORENSE,Buenos Aires,7503,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3636655,30567668661,RURAL CERES SA,2017-05-12T00:00:00,ShipTo,"RUTA 74 KM 24,5",GENERAL MADARIAGA,Buenos Aires,7163,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3922252,30567668661,RURAL CERES SA,2025-07-25T00:00:00,ShipTo,PIEDRABUENA 98,BOLIVAR,Buenos Aires,6550,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3922727,30567668661,RURAL CERES SA,2025-08-11T00:00:00,ShipTo,ACCESO J D PERON 75,HENDERSON,Buenos Aires,6465,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3922766,30567668661,RURAL CERES SA,2025-08-14T00:00:00,ShipTo,"RUTA 226, KM 178 ACC BASE AEREA",TANDIL,Buenos Aires,7000,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3922807,30567668661,RURAL CERES SA,2025-08-14T00:00:00,ShipTo,AV. DR. SMITH 415,SAN ANTONIO DE ARECO,Buenos Aires,2760,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3922808,30567668661,RURAL CERES SA,2025-08-14T00:00:00,ShipTo,"RUTA 205 KM 99,5",LOBOS,Buenos Aires,7240,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3922837,30567668661,RURAL CERES SA,2025-08-15T00:00:00,ShipTo,LUIS GELLY 1187 RUTA 33 KM 130,PIGUE,Buenos Aires,8170,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3922923,30567668661,RURAL CERES SA,2025-08-19T00:00:00,ShipTo,COLECTORA RUTA NAC 188 km 678,REALICO,La Pampa,6200,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3923035,30567668661,RURAL CERES SA,2025-08-22T00:00:00,ShipTo,Bv San Juan entre ruta 15 y,ARTEAGA,Santa Fe,2187,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3925971,30567668661,RURAL CERES SA,2025-12-18T00:00:00,ShipTo,RUTA PROV 72 ACCESO ORENSE,ORENSE,Buenos Aires,7503,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,False
2026-03-02,1811120,30707523057,SAC SA,2004-12-17T00:00:00,SoldTo,AV DE LA SEMILLERIA 1779,CORDOBA,Cordoba,5012,E00031,I - N - CENTRO,E137,N - CENTRO 2 - I,EPO,0505 SAC S A,E2,Centro de Soluciones,True
2026-03-02,3927369,30707523057,SAC SA - DEPOSITO REGIONAL,2026-02-09T00:00:00,ShipTo,AV DE LA SEMILLERIA 1779,CORDOBA,Cordoba,5012,E00031,I - N - CENTRO,E137,N - CENTRO 2 - I,EPO,0505 SAC S A,E2,Centro de Soluciones,True
2026-03-02,3548570,30711223726,SAN BERNARDO INSUMOS AGROPECUARIOS,2015-07-27T00:00:00,SoldTo,ACCESO RUTA PROVINCIAL 68,ROBERTS,Buenos Aires,6075,E00025,C - S - NUCLEO,E115,S - NUCLEO 3 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,1826455,30708997354,SANCHEZ AGRONEGOCIOS SA,2005-08-30T00:00:00,SoldTo,RUTA 148 S KM 754 5,VILLA MERCEDES,San Luis,5730,E00038,I - S - RIO IV & SAN,E170,S-RIO IV&S.LUIS 4-I,EWI,0681 SANCHEZ AGRONE.,E2,Centro de Soluciones,True
2026-03-02,1858972,30708997354,SANCHEZ AGRONEGOCIOS SA,2006-08-16T00:00:00,SoldTo,RUTA NAC N 8 Y RTA PCIAL E 86,SAMPACHO,Cordoba,5829,E00038,I - S - RIO IV & SAN,E170,S-RIO IV&S.LUIS 4-I,EWN,0686 SANCHEZ AGRO.,E2,Centro de Soluciones,True
2026-03-02,1887476,30710099576,SAR SRL,2008-01-14T00:00:00,SoldTo,UNO Y VEINTISEIS 0,GODEKEN,Santa Fe,2639,E00023,C - N - NUCLEO,E105,N - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,1813934,30556021143,SCOLARI HNOS,2004-12-17T00:00:00,SoldTo,AV. B. O`HIGGINS 6671,VILLA SAN CARLOS,Cordoba,5014,E00042,Gerencia F&V,E195,NEA/ESTE F&V,E40,0040 Central Maipu,AA,Selecta Fresh,True
2026-03-02,3753233,30711147019,SEMILLAS NOVIELLO SRL,2020-03-11T00:00:00,SoldTo,CARLOS GARDEL 996,EL PALOMAR,Buenos Aires,1684,E00042,Gerencia F&V,E199,SUR F&V,E40,0040 Central Maipu,AA,Selecta Fresh,True
2026-03-02,3800072,30711147019,SEMILLAS NOVIELLO SRL,2022-04-07T00:00:00,ShipTo,CALLE DE LA FLOR Y DE LA TIERRA - M,TAPIALES,Buenos Aires,1771,E00042,Gerencia F&V,E199,SUR F&V,E40,0040 Central Maipu,AA,Selecta Fresh,True
2026-03-02,3349386,30711814023,SEMILLERIA SANTA FE SA,2012-05-02T00:00:00,SoldTo,SANTA FE 978,SAN GUILLERMO,Santa Fe,2347,E00021,C - N - CENTRO,E094,N - CENTRO 2 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3780330,30711814023,SEMILLERIA SANTA FE SA,2021-02-25T00:00:00,ShipTo,LOS GARABATOS 37,MORTEROS,Cordoba,2421,E00021,C - N - CENTRO,E094,N - CENTRO 2 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,1882995,30710042787,SERAGRO SA,2007-08-13T00:00:00,SoldTo,RUTA 36 KM 636,CORONEL BAIGORRIA,Cordoba,5811,E00038,I - S - RIO IV & SAN,E169,S-RIO IV&S.LUIS 3-I,EYE,0729 SERAGRO S.A.,E2,Centro de Soluciones,True
2026-03-02,1807177,30697218056,SINER SA,2004-12-17T00:00:00,SoldTo,RUTA 9 KM 1307.5,LOS NOGALES,Tucuman,4101,E00030,I - N - NOA,E135,N - NOA 3 - I,EKV,0381 Siner S A,E2,Centro de Soluciones,True
2026-03-02,1807178,30697218056,SINER SA,2004-12-17T00:00:00,SoldTo,RUTA NAC 9/34 KM 1454,METAN,Salta,4441,E00030,I - N - NOA,E134,N - NOA 2 - I,ERS,0560 Siner S A,E2,Centro de Soluciones,True
2026-03-02,1807179,30697218056,SINER SA,2004-12-17T00:00:00,SoldTo,RUTA 5 Y 30 COMPLEJO IND LAS LAJITA,LAS LAJITAS,Salta,4449,E00030,I - N - NOA,E134,N - NOA 2 - I,ERT,0561 Siner S A,E2,Centro de Soluciones,True
2026-03-02,3111046,30697218056,SINER SA,2010-06-04T00:00:00,SoldTo,AV PTE JUAN DOMINGO PERON 3800,CONCORDIA,Entre Rios,3200,E00032,I - N - ESTE,E139,N - ESTE 1 - I,E19,0798 Siner S.A.,E2,Centro de Soluciones,True
2026-03-02,3745578,30697218056,SINER SA,2020-01-08T00:00:00,SoldTo,"RUTA PROVINCIAL N5 KM 0,24",PICHANAL,Salta,4534,E00030,I - N - NOA,E134,N - NOA 2 - I,EYC,SINER S.A,E2,Centro de Soluciones,True
2026-03-02,3763506,30697218056,SINER SA,2020-05-26T00:00:00,SoldTo,ACC NORTE CARLOS FUENTES S/N CH 205,VILLAGUAY,Entre Rios,3240,E00032,I - N - ESTE,E139,N - ESTE 1 - I,E53,SINER SA,E2,Centro de Soluciones,True
2026-03-02,3927757,30697218056,SINER SA - DEPOSITO EXIMIA,2026-02-12T00:00:00,ShipTo,RUTA 5 Y 30 COMPLEJO IND LAS LAJITA,LAS LAJITAS,Salta,4449,E00030,I - N - NOA,E134,N - NOA 2 - I,ERT,0561 Siner S A,E2,Centro de Soluciones,True
2026-03-02,3492567,30714379859,SINERGIZAGRO SRL,2014-07-22T00:00:00,SoldTo,PRESBITERO GOMEZ 1723,SAN ANTONIO DE ARECO,Buenos Aires,2760,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3807678,30714379859,SINERGIZAGRO SRL,2022-10-21T00:00:00,ShipTo,RUTA 31 KM 281,SAN ANTONIO DE ARECO,Buenos Aires,2760,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3474202,30712368876,SOLUCIONES ALDEBARAN AGRO SRL,2014-07-29T00:00:00,SoldTo,RUTA NACIONAL N  7 205,CHACABUCO,Buenos Aires,6740,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3553344,30712368876,SOLUCIONES ALDEBARAN AGRO SRL,2015-08-19T00:00:00,ShipTo,VIEYTES SN,RAWSON,Buenos Aires,6734,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3704250,30712368876,SOLUCIONES ALDEBARAN AGRO SRL,2018-11-09T00:00:00,ShipTo,ESQ. GRAL. ARISMENDI Y L. ACUNA,NORBERTO DE LA RIESTRA,Buenos Aires,6663,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3785848,30712368876,SOLUCIONES ALDEBARAN AGRO SRL,2021-06-11T00:00:00,ShipTo,RUTA PROVINCIAL NRO 2  KM 6,RIO TERCERO,Cordoba,5850,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3906587,30712368876,SOLUCIONES ALDEBARAN AGRO SRL,2024-05-27T00:00:00,ShipTo,JUANA AZURDUY KM 70,LAS LAJITAS,Salta,4449,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,False
2026-03-02,3754928,30708313021,SOMARUGA AGRO S.A.,2020-03-11T00:00:00,SoldTo,TRES ARROYOS 343,CIPOLLETTI,Rio Negro,8324,E00042,Gerencia F&V,E192,VALLE F&V,E40,0040 Central Maipu,AA,Selecta Fresh,True
2026-03-02,3477183,30712096884,SURGEN SRL,2014-06-10T00:00:00,SoldTo,MORO DIAZ 735 - BARRIO: CENTRO,SAN RAMON DE LA NUEVA ORAN,Salta,4530,E00020,C - N - NOA,E089,N - NOA 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3679444,30712096884,SURGEN SRL,2018-05-08T00:00:00,ShipTo,RUTA NACIONAL 34 KM 1344,EMBARCACION,Salta,4550,E00020,C - N - NOA,E089,N - NOA 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3792220,30712096884,SURGEN SRL,2021-11-10T00:00:00,ShipTo,AV CHILE 1720,SALTA,Salta,4400,E00020,C - N - NOA,E089,N - NOA 1 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3400904,20298982286,TASCA COLOMBO GERMAN EDUARDO,2013-04-08T00:00:00,SoldTo,MISIONES SALESIANAS 40,VIEDMA,Rio Negro,8500,E00024,C - S - SUR,E110,S - SUR 3 - C,E40,0040 Central Maipu,AA,Selecta Fresh,True
2026-03-02,1803725,30599708916,TECNIAGRO CUYO SRL,2004-12-17T00:00:00,SoldTo,RUTA PROVINCIAL 50 270,RODEO DEL MEDIO,Mendoza,5529,E00042,Gerencia F&V,E193,CUYO F&V,E40,0040 Central Maipu,AA,Selecta Fresh,True
2026-03-02,1805494,30647697239,TECNOPLANT S R L,2004-12-17T00:00:00,SoldTo,BOULOGNE SUR MER 00598,GENERAL SAN MARTIN,Mendoza,5570,E00042,Gerencia F&V,E193,CUYO F&V,E40,0040 Central Maipu,AA,Selecta Fresh,True
2026-03-02,3809294,30647697239,TECNOPLANT S R L,2022-11-28T00:00:00,ShipTo,AV LAFINUR 930,SAN LUIS,San Luis,5700,E00042,Gerencia F&V,E193,CUYO F&V,E40,0040 Central Maipu,AA,Selecta Fresh,True
2026-03-02,1819322,30709011762,TECNOSUR SRL,2005-03-23T00:00:00,SoldTo,RUTA PROV N 3 Y JUJUY 0,CANALS,Cordoba,2650,E00037,I - S - CORDOBA ESTE,E166,S-CORDOBA ESTE 5-I,EVK,0657 Tecnosur SRL,E2,Centro de Soluciones,True
2026-03-02,1822439,30709011762,TECNOSUR SRL,2005-06-08T00:00:00,ShipTo,RUTA PROV N 3 Y ESQ SARMIENTO,CANALS,Cordoba,2650,E00037,I - S - CORDOBA ESTE,E166,S-CORDOBA ESTE 5-I,EVK,0657 Tecnosur SRL,E2,Centro de Soluciones,True
2026-03-02,1813362,30708276215,TERRA MAS SRL,2004-12-17T00:00:00,SoldTo,RUTA 188 Y UGARTE,PERGAMINO,Buenos Aires,2700,E00035,I - S - NUCLEO,E155,S - NUCLEO 4 - I,ERI,0550 Terra Mas SRL,E2,Centro de Soluciones,True
2026-03-02,1889758,30710268998,TERRA SALTO SRL,2008-03-06T00:00:00,SoldTo,AV ITALIA 399 (ESQ SAN JUAN),SALTO,Buenos Aires,2741,E00035,I - S - NUCLEO,E155,S - NUCLEO 4 - I,EYF,0730 TERRA SALTO SRL,E2,Centro de Soluciones,False
2026-03-02,3909874,30710268998,TERRA SALTO SRL,2024-09-23T00:00:00,ShipTo,RUTA 191 KM 96,SALTO,Buenos Aires,2741,E00035,I - S - NUCLEO,E155,S - NUCLEO 4 - I,EYF,0730 TERRA SALTO SRL,E2,Centro de Soluciones,True
2026-03-02,3636622,30715442872,TERRA VERDE AGRO INSUMOS SA,2017-05-12T00:00:00,SoldTo,AV. DE LOS INMIGRANTES ACCESO,ALBERTI,Buenos Aires,6634,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3731506,30715442872,TERRA VERDE AGRO INSUMOS SA,2019-08-05T00:00:00,ShipTo,RUTA N 9 KM 554,VILLA MARIA,Cordoba,5900,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3773096,30715442872,TERRA VERDE AGRO INSUMOS SA,2020-09-11T00:00:00,ShipTo,CALLE 36 NRO 908,COLON,Buenos Aires,2720,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3804193,30715442872,TERRA VERDE AGRO INSUMOS SA,2022-07-20T00:00:00,ShipTo,"RUTA 8 KM 219,8",PERGAMINO,Buenos Aires,2700,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3906717,30715442872,TERRA VERDE AGRO INSUMOS SA,2024-05-30T00:00:00,ShipTo,"RUTA NACIONAL 33 KM 737,5",CASILDA,Santa Fe,2170,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3906853,30715442872,TERRA VERDE AGRO INSUMOS SA,2024-06-05T00:00:00,ShipTo,RUTA 8 KM 274,COLON,Buenos Aires,2720,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3909738,30715442872,TERRA VERDE AGRO INSUMOS SA,2024-09-17T00:00:00,ShipTo,"RUTA 191, km 96",SALTO,Buenos Aires,2741,E00025,C - S - NUCLEO,E114,S - NUCLEO 2 - C,E40,0040 Central Maipu,EW,Distribuidor Selecta,True
2026-03-02,3261177,30707433570,TERRAMAR JV SA,2011-01-26T00:00:00,SoldTo,MANUELA PEDRAZA 1010 Piso:4 Dpto:40,BARRIO CONSTITUCION,Buenos Aires,7600,E00024,C - S - SUR,E110,S - SUR 3 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3262172,30707433570,TERRAMAR JV SA,2011-01-26T00:00:00,ShipTo,CALLE 575 NÂº 5045,QUEQUEN,Buenos Aires,7631,E00024,C - S - SUR,E110,S - SUR 3 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3765408,30707433570,TERRAMAR JV SA,2020-06-11T00:00:00,ShipTo,RUTA 85 KM 305,CORONEL SUAREZ,Buenos Aires,7540,E00024,C - S - SUR,E110,S - SUR 3 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3766601,30707433570,TERRAMAR JV SA,2020-06-22T00:00:00,ShipTo,"RUTA 88 KM 3,5",MAR DEL PLATA,Buenos Aires,7600,E00024,C - S - SUR,E110,S - SUR 3 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3793610,30707433570,TERRAMAR JV SA,2021-12-14T00:00:00,ShipTo,CALLE 2 ENTRE 17 Y 19,PILA,Buenos Aires,7116,E00024,C - S - SUR,E110,S - SUR 3 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3793611,30707433570,TERRAMAR JV SA,2021-12-15T00:00:00,ShipTo,12 DE OCTUBRE NRO 16,TRES ARROYOS,Buenos Aires,7500,E00024,C - S - SUR,E110,S - SUR 3 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3910763,30707433570,TERRAMAR JV SA,2024-11-06T00:00:00,ShipTo,"RUTA 51 km 729,5",BAHIA BLANCA,Buenos Aires,8000,E00024,C - S - SUR,E110,S - SUR 3 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,3510974,30711671206,TERY TERRA SRL,2014-10-24T00:00:00,SoldTo,AV. SAN MARTIN 3472,BALCARCE,Buenos Aires,7620,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,EV,Dist. Selecta PLUS,True
2026-03-02,1910904,30710413653,TIERRA SUR SRL,2008-03-11T00:00:00,SoldTo,RUTA PROVINCIAL 27 KM 42,JOVITA,Cordoba,6127,E00037,I - S - CORDOBA ESTE,E166,S-CORDOBA ESTE 5-I,EZC,0752 TIERRA SUR SRL,E2,Centro de Soluciones,True
2026-03-02,1806274,30668764300,TODO CAMPO SRL,2004-12-17T00:00:00,SoldTo,B IRIGOYEN Y PAMPA,VILLA HUIDOBRO,Cordoba,6275,E00038,I - S - RIO IV & SAN,E170,S-RIO IV&S.LUIS 4-I,ECU,0172 Todo Campo SRL,E2,Centro de Soluciones,True
2026-03-02,3557114,30668764300,TODO CAMPO SRL,2015-09-09T00:00:00,ShipTo,PAVON Y LAMADRID,VILLA HUIDOBRO,Cordoba,6275,E00038,I - S - RIO IV & SAN,E170,S-RIO IV&S.LUIS 4-I,ECU,0172 Todo Campo SRL,E2,Centro de Soluciones,True
2026-03-02,1803773,30601851837,TOLVAS SOCIEDAD ANONIMA,2004-12-17T00:00:00,SoldTo,AVDA CMTE ESPORA 1050,TANDIL,Buenos Aires,7000,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3594187,30601851837,TOLVAS SOCIEDAD ANONIMA,2016-06-03T00:00:00,ShipTo,RUTA 41 KM 174,LOBOS,Buenos Aires,7240,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3801026,30601851837,TOLVAS SOCIEDAD ANONIMA,2022-05-04T00:00:00,ShipTo,LUIS GELY 1187 - RUTA 33 KM 130,PIGUE,Buenos Aires,8170,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3820063,30601851837,TOLVAS SOCIEDAD ANONIMA,2023-05-12T00:00:00,ShipTo,CALLE PRIMERA JUNTA S/N ENTRE CALLE,TANDIL,Buenos Aires,7000,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3821596,30601851837,TOLVAS SOCIEDAD ANONIMA,2023-06-23T00:00:00,ShipTo,AV. SAN MARTIN 74,ORENSE,Buenos Aires,7503,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3822305,30601851837,TOLVAS SOCIEDAD ANONIMA,2023-07-21T00:00:00,ShipTo,RUTA 188 KM 678,REALICO,La Pampa,6200,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3906188,30601851837,TOLVAS SOCIEDAD ANONIMA,2024-05-17T00:00:00,ShipTo,"RUTA 55 KM 78,5",BALCARCE,Buenos Aires,7620,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3906377,30601851837,TOLVAS SOCIEDAD ANONIMA,2024-05-21T00:00:00,ShipTo,AV PRESIDENTE PERON N 75,HENDERSON,Buenos Aires,6465,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3906576,30601851837,TOLVAS SOCIEDAD ANONIMA,2024-05-29T00:00:00,ShipTo,AV PONCE Y OHIGGINS,TRES ARROYOS,Buenos Aires,7500,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3906719,30601851837,TOLVAS SOCIEDAD ANONIMA,2024-05-31T00:00:00,ShipTo,RUTA 86 KM 146,BENITO JUAREZ,Buenos Aires,7020,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3907837,30601851837,TOLVAS SOCIEDAD ANONIMA,2024-07-08T00:00:00,ShipTo,"RUTA 30 KM 192,5",RAUCH,Buenos Aires,7203,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3909442,30601851837,TOLVAS SOCIEDAD ANONIMA,2024-09-04T00:00:00,ShipTo,"RUTA 74 KM 24,5",MADARIAGA,Buenos Aires,7163,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
2026-03-02,3910502,30601851837,TOLVAS SOCIEDAD ANONIMA,2024-10-22T00:00:00,ShipTo,RUTA 33 KM 198.50,GUAMINI,Buenos Aires,6435,E00024,C - S - SUR,E108,S - SUR 1 - C,E40,0040 Central Maipu,ET,Distribuidor Regiona,True
